movie_title,genres,title_year,imdb_score,actor_1_name,actor_2_name,actor_3_name,language,country
Sicario ,Action|Crime|Drama|Mystery|Thriller,2015,7.6,Edgar Arreola,Bernardo Saracino,Daniel Kaluuya,English,USA
Southpaw ,Drama|Sport,2015,7.5,Jake Gyllenhaal,50 Cent,Oona Laurence,English,USA
Drag Me to Hell ,Horror|Thriller,2009,6.6,Bojana Novakovic,Alison Lohman,Reggie Lee,English,USA
The Age of Adaline ,Drama|Fantasy|Romance,2015,7.2,Harrison Ford,Michiel Huisman,Ellen Burstyn,English,USA
Secondhand Lions ,Comedy|Drama|Family,2003,7.6,Haley Joel Osment,Robert Duvall,Emmanuelle Vaugier,English,USA
Step Up 3D ,Drama|Music|Romance,2010,6.2,Alyson Stoner,Stephen Boss,Facundo Lombard,English,USA
Blue Crush ,Drama|Romance|Sport,2002,5.6,Faizon Love,Mika Boorem,Sanoe Lake,English,USA
Stranger Than Fiction ,Comedy|Drama|Fantasy|Romance,2006,7.6,Will Ferrell,Christian Stolte,Danny Rhodes,English,USA
30 Days of Night ,Horror,2007,6.6,Danny Huston,Mark Rendall,Megan Franich,English,USA
The Cabin in the Woods ,Fantasy|Horror|Mystery|Thriller,2012,7,Chris Hemsworth,Bradley Whitford,Kristen Connolly,English,USA
Meet the Spartans ,Comedy,2008,2.7,Carmen Electra,Diedrich Bader,Method Man,English,USA
Midnight Run ,Action|Comedy|Crime|Thriller,1988,7.6,Robert De Niro,Yaphet Kotto,Philip Baker Hall,English,USA
The Running Man ,Action|Crime|Sci-Fi|Thriller,1987,6.6,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson,English,USA
Little Shop of Horrors ,Comedy|Horror|Musical|Sci-Fi,1986,6.9,Bill Murray,Jim Belushi,Tisha Campbell-Martin,English,USA
Hanna ,Action|Drama|Thriller,2011,6.8,Jessica Barden,Vicky Krieps,John Macmillan,English,USA
The Family             ,Drama|Mystery,,7.5,Zach Gilford,Joan Allen,Liam James,English,USA
Mortal Kombat: Annihilation ,Action|Adventure|Fantasy|Sci-Fi|Thriller,1997,3.7,Brian Thompson,Talisa Soto,Robin Shou,English,USA
Larry Crowne ,Comedy|Drama|Romance,2011,6.1,Tom Hanks,Rob Riggle,Randall Park,English,USA
Carrie ,Drama|Fantasy|Horror,2013,5.9,Chloë Grace Moretz,Judy Greer,Portia Doubleday,English,USA
Take the Lead ,Drama|Music,2006,6.7,Alfre Woodard,Yaya DaCosta,Jasika Nicole,English,USA
Entourage             ,Comedy|Drama,,8.5,Debi Mazar,Kevin Connolly,Kevin Dillon,English,USA
Gridiron Gang ,Crime|Drama|Sport,2006,6.9,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn,English,USA
What's the Worst That Could Happen? ,Comedy|Crime,2001,5.5,Bernie Mac,Larry Miller,Richard Schiff,English,USA
9 ,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,2009,7.1,Martin Landau,Alan Oppenheimer,Tom Kane,English,USA
Side Effects ,Crime|Drama|Thriller,2013,7.1,Channing Tatum,David Costabile,Katie Lowes,English,USA
The Prince and Me ,Comedy|Family|Romance,2004,5.9,Devin Ratray,Miranda Richardson,Luke Mably,English,USA
Winnie the Pooh ,Adventure|Animation|Comedy|Family|Musical,2011,7.3,Craig Ferguson,Robert Lopez,Huell Howser,English,USA
Dumb and Dumberer: When Harry Met Lloyd ,Comedy,2003,3.4,Elden Henson,Mimi Rogers,Cheri Oteri,English,USA
Bulworth ,Comedy|Drama|Romance,1998,6.8,Warren Beatty,Kirk Baltz,Graham Beckel,English,USA
Get on Up ,Biography|Drama|Music,2014,6.9,Tika Sumpter,Josh Hopkins,Aunjanue Ellis,English,USA
One True Thing ,Drama,1998,7,Meryl Streep,William Hurt,Tom Everett Scott,English,USA
Virtuosity ,Action|Crime|Sci-Fi|Thriller,1995,5.5,Denzel Washington,Costas Mandylor,Traci Lords,English,USA
My Super Ex-Girlfriend ,Comedy|Romance|Sci-Fi,2006,5.1,Rainn Wilson,Eddie Izzard,Wanda Sykes,English,USA
Deliver Us from Evil ,Horror|Mystery|Thriller,2014,6.2,Olivia Munn,Dorian Missick,Edgar Ramírez,English,USA
Sanctum ,Adventure|Drama|Thriller,2011,5.9,Ioan Gruffudd,Rhys Wakefield,Richard Roxburgh,English,USA
Little Black Book ,Comedy|Drama|Romance,2004,5.2,Holly Hunter,Kevin Sussman,Dave Annable,English,USA
The Five-Year Engagement ,Comedy|Romance,2012,6.2,Alison Brie,Jacki Weaver,David Paymer,English,USA
Mr 3000 ,Comedy|Drama|Romance|Sport,2004,5.5,Bernie Mac,Chris Noth,Paul Sorvino,English,USA
The Next Three Days ,Crime|Drama|Romance|Thriller,2010,7.4,Olivia Wilde,Daniel Stern,Aisha Hinds,English,USA
Ultraviolet ,Action|Horror|Sci-Fi|Thriller,2006,4.4,Milla Jovovich,Cameron Bright,Nick Chinlund,English,USA
Assault on Precinct 13 ,Action|Crime|Drama|Thriller,2005,6.3,Brian Dennehy,Drea de Matteo,Hugh Dillon,English,USA
The Replacement Killers ,Action|Crime|Thriller,1998,6.1,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick,English,USA
Fled ,Action|Adventure|Crime|Drama|Romance,1996,5.3,Salma Hayek,Stephen Baldwin,Will Patton,English,USA
Eight Legged Freaks ,Action|Comedy|Horror,2002,5.4,Scarlett Johansson,Doug E. Doug,Riley Smith,English,USA
Love & Other Drugs ,Comedy|Drama|Romance,2010,6.7,Jake Gyllenhaal,Anne Hathaway,Judy Greer,English,USA
88 Minutes ,Crime|Drama|Mystery|Thriller,2007,5.9,Al Pacino,Alicia Witt,Deborah Kara Unger,English,USA
North Country ,Drama,2005,7.3,Jeremy Renner,Charlize Theron,Sissy Spacek,English,USA
The Whole Ten Yards ,Comedy|Crime|Thriller,2004,5.5,Bruce Willis,Matthew Perry,Natasha Henstridge,English,USA
Splice ,Drama|Horror|Sci-Fi,2009,5.8,Sarah Polley,David Hewlett,Delphine Chanéac,English,Canada
Howard the Duck ,Action|Adventure|Comedy|Romance|Sci-Fi,1986,4.6,Lea Thompson,Jeffrey Jones,Jordan Prentice,English,USA
Pride and Glory ,Crime|Drama|Thriller,2008,6.7,Jennifer Ehle,Rick Gonzalez,Frank Grillo,English,USA
The Cave ,Adventure|Horror|Thriller,2005,5.1,Eddie Cibrian,Cole Hauser,Marcel Iures,English,USA
Alex & Emma ,Comedy|Romance,2003,5.6,David Paymer,Lobo Sebastian,Robert Costanzo,English,USA
Wicker Park ,Drama|Mystery|Romance|Thriller,2004,7,Jessica Paré,Christopher Cousins,Mark Camacho,English,USA
Fright Night ,Comedy|Horror,2011,6.4,Grace Phipps,Reid Ewing,Sandra Vergara,English,USA
The New World ,Biography|Drama|History|Romance,2005,6.7,Christian Bale,Michael Greyeyes,Wes Studi,English,USA
Wing Commander ,Action|Adventure|Sci-Fi,1999,4.1,Saffron Burrows,David Suchet,Jürgen Prochnow,English,USA
In Dreams ,Drama|Fantasy|Thriller,1999,5.5,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,English,USA
Dragonball: Evolution ,Action|Adventure|Fantasy|Sci-Fi|Thriller,2009,2.7,Ian Whyte,Texas Battle,Randall Duk Kim,English,USA
The Last Stand ,Action|Crime|Thriller,2013,6.4,Zach Gilford,James Burnett,Christiana Leucas,English,USA
Godsend ,Drama|Horror|Sci-Fi|Thriller,2004,4.8,Robert De Niro,Cameron Bright,Munro Chambers,English,USA
Chasing Liberty ,Comedy|Romance,2004,6.1,Annabella Sciorra,Stark Sands,Terence Maynard,English,USA
Hoodwinked Too! Hood vs. Evil ,Animation|Comedy|Family,2011,4.8,Amy Poehler,Phil LaMarr,Cheech Marin,English,USA
An Unfinished Life ,Drama,2005,7,Morgan Freeman,Camryn Manheim,Lynda Boyd,English,USA
The Imaginarium of Doctor Parnassus ,Adventure|Fantasy|Mystery,2009,6.8,Andrew Garfield,Lily Cole,Verne Troyer,English,UK
Barney's Version ,Comedy|Drama,2010,7.3,Mark Addy,Atom Egoyan,Paul Gross,English,Canada
Trapped             ,Crime|Drama|Thriller,,8.2,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,Icelandic,Iceland
Runner Runner ,Crime|Thriller,2013,5.6,Justin Timberlake,John Heard,David Costabile,English,USA
Antitrust ,Action|Crime|Drama|Thriller,2001,6.1,Tyler Labine,Richard Roundtree,Ned Bellamy,English,USA
Glory ,Drama|History|War,1989,7.9,Denzel Washington,Morgan Freeman,Matthew Broderick,English,USA
Once Upon a Time in America ,Crime|Drama,1984,8.4,Robert De Niro,Burt Young,Treat Williams,English,Italy
Dead Man Down ,Action|Crime|Drama|Thriller,2013,6.5,Dominic Cooper,Isabelle Huppert,James Biberi,English,USA
The Merchant of Venice ,Drama|Romance,2004,7.1,Al Pacino,Mackenzie Crook,Kris Marshall,English,USA
The Good Thief ,Action|Crime|Drama|Romance|Thriller,2002,6.6,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,English,France
Supercross ,Action|Drama|Romance|Sport,2005,4,Channing Tatum,Mike Vogel,Steve Howey,English,USA
Miss Potter ,Biography|Drama|Romance,2006,7,Emily Watson,Bill Paterson,Lucy Boynton,English,UK
The Promise ,Action|Drama|Fantasy,2005,5.6,Dong-gun Jang,Toby Leonard Moore,Nicholas Tse,Mandarin,China
DOA: Dead or Alive ,Action|Adventure,2006,4.8,Steve Howey,Holly Valance,Sarah Carter,English,USA
The Assassination of Jesse James by the Coward Robert Ford ,Biography|Crime|Drama|History|Western,2007,7.5,Brad Pitt,Jeremy Renner,Sam Shepard,English,USA
1911 ,Action|Adventure|Drama|History|War,2011,6,Bingbing Li,Joan Chen,Jaycee Chan,Mandarin,China
Little Nicholas ,Comedy|Family,2009,7.2,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,French,France
Wild Card ,Action|Crime|Drama|Thriller,2015,5.6,Jason Statham,Michael Angarano,Jason Alexander,English,USA
Machine Gun Preacher ,Action|Biography|Crime|Drama,2011,6.8,Gerard Butler,Madeline Carroll,Kathy Baker,English,USA
Animals United ,Animation|Comedy|Family,2010,4.9,Jim Broadbent,Vanessa Redgrave,James Corden,German,Germany
The Color of Freedom ,Biography|Drama|History,2007,7.1,Terry Pheto,Patrick Lyster,Tyrone Keogh,English,Germany
United Passions ,Drama|History|Sport,2014,2,Fisher Stevens,Thomas Kretschmann,Jemima West,English,France
Grace of Monaco ,Biography|Drama|Romance,2014,5.7,Paz Vega,Frank Langella,Derek Jacobi,English,Switzerland
A Warrior's Tail ,Adventure|Animation|Fantasy,2015,4.1,Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash,Russian,Russia
Ripley's Game ,Crime|Drama|Mystery|Thriller,2002,6.7,Ray Winstone,Dougray Scott,Chiara Caselli,English,Italy
Sausage Party ,Adventure|Animation|Comedy|Fantasy,2016,7.5,James Franco,Salma Hayek,Anders Holm,English,USA
Pitch Perfect 2 ,Comedy|Music,2015,6.5,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,English,USA
Walk the Line ,Biography|Drama|Music|Romance,2005,7.9,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,English,USA
12 Monkeys             ,Adventure|Drama|Mystery|Sci-Fi|Thriller,,7.6,Amanda Schull,Kirk Acevedo,Tom Noonan,English,USA
Keeping the Faith ,Comedy|Drama|Romance,2000,6.4,Lisa Edelstein,Milos Forman,Anne Bancroft,English,USA
The Borrowers ,Adventure|Comedy|Family|Fantasy,1997,5.8,Jim Broadbent,Bradley Pierce,Mark Williams,English,UK
Frost/Nixon ,Drama,2008,7.7,Toby Jones,Clint Howard,Oliver Platt,English,USA
Confessions of a Dangerous Mind ,Biography|Comedy|Crime|Drama|Romance|Thriller,2002,7.1,Dick Clark,David Julian Hirsh,Jennifer Hall,English,USA
Serving Sara ,Comedy|Romance,2002,5.3,Matthew Perry,Jerry Stiller,Vincent Pastore,English,Germany
The Boss ,Comedy,2016,5.3,Peter Dinklage,Tyler Labine,Ben Falcone,English,USA
Cry Freedom ,Biography|Drama|History,1987,7.5,Denzel Washington,Kevin McNally,Penelope Wilton,English,UK
Mumford ,Comedy|Drama,1999,6.9,Zooey Deschanel,Alfre Woodard,Mary McDonnell,English,USA
Seed of Chucky ,Comedy|Fantasy|Horror|Thriller,2004,4.9,Jason Flemyng,Billy Boyd,Hannah Spearritt,English,Romania
The Jacket ,Drama|Mystery|Sci-Fi|Thriller,2005,7.1,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,English,USA
Aladdin ,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,1992,8,Robin Williams,Frank Welker,Scott Weinger,English,USA
Straight Outta Compton ,Biography|Crime|Drama|History|Music,2015,7.9,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor,English,USA
Indiana Jones and the Temple of Doom ,Action|Adventure,1984,7.6,Harrison Ford,Amrish Puri,Kate Capshaw,English,USA
The Rugrats Movie ,Adventure|Animation|Comedy|Drama|Family|Musical,1998,5.9,Elizabeth Daily,Cree Summer,Christine Cavanaugh,English,USA
Along Came a Spider ,Crime|Drama|Thriller,2001,6.3,Morgan Freeman,Billy Burke,Monica Potter,English,USA
Florence Foster Jenkins ,Biography|Comedy|Drama|Music|Romance,2016,7.1,Meryl Streep,Nina Arianda,John Sessions,English,UK
Once Upon a Time in Mexico ,Action|Crime|Thriller,2003,6.4,Johnny Depp,Salma Hayek,Enrique Iglesias,English,USA
Die Hard ,Action|Thriller,1988,8.2,Alan Rickman,Bruce Willis,Reginald VelJohnson,English,USA
Role Models ,Comedy,2008,6.9,Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson,English,Germany
The Big Short ,Biography|Comedy|Drama|History,2015,7.8,Ryan Gosling,Christian Bale,Charlie Talbert,English,USA
Taking Woodstock ,Comedy|Drama|Music,2009,6.7,Imelda Staunton,Kevin Chamberlin,Demetri Martin,English,USA
Miracle ,Biography|Drama|History|Sport,2004,7.5,Eddie Cahill,Noah Emmerich,Kenneth Mitchell,English,USA
Dawn of the Dead ,Action|Horror|Thriller,2004,7.4,Ty Burrell,Kevin Zegers,Mekhi Phifer,English,USA
The Wedding Planner ,Comedy|Romance,2001,5.2,Matthew McConaughey,Judy Greer,Alex Rocco,English,Germany
Harlock: Space Pirate ,Adventure|Animation|Sci-Fi,2013,6.5,Shun Oguri,Yû Aoi,Haruma Miura,Japanese,Japan
The Royal Tenenbaums ,Comedy|Drama,2001,7.6,Bill Murray,Anjelica Huston,Seymour Cassel,English,USA
Identity ,Mystery|Thriller,2003,7.3,Clea DuVall,Rebecca De Mornay,Jake Busey,English,USA
Last Vegas ,Comedy|Romance,2013,6.6,Robert De Niro,Morgan Freeman,Romany Malco,English,USA
For Your Eyes Only ,Action|Adventure|Thriller,1981,6.8,Julian Glover,Topol,Desmond Llewelyn,English,UK
Serendipity ,Comedy|Romance,2001,6.9,Lilli Lavine,David Sparrow,Ann Talman,English,USA
Timecop ,Action|Crime|Sci-Fi|Thriller,1994,5.8,Mia Sara,Bruce McGill,Gloria Reuben,English,Canada
Zoolander ,Comedy,2001,6.6,Milla Jovovich,Alexander Skarsgård,Will Ferrell,English,Germany
Safe Haven ,Drama|Romance|Thriller,2013,6.7,David Lyons,Noah Lomax,Mimi Kirkland,English,USA
Hocus Pocus ,Comedy|Family|Fantasy,1993,6.7,Vinessa Shaw,Omri Katz,Larry Bagby,English,USA
No Reservations ,Comedy|Drama|Romance,2007,6.3,Zoë Kravitz,Lily Rabe,Bob Balaban,English,USA
Kick-Ass ,Action|Comedy,2010,7.7,Elizabeth McGovern,Deborah Twiss,Michael Rispoli,English,UK
30 Minutes or Less ,Action|Comedy|Crime,2011,6.1,Bianca Kajlich,Dilshad Vadsaria,Fred Ward,English,Germany
Dracula 2000 ,Action|Fantasy|Horror|Thriller,2000,4.9,Gerard Butler,Danny Masterson,Jeri Ryan,English,USA
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",Comedy|Family,2014,6.2,Bella Thorne,Steve Carell,Jennifer Garner,English,USA
Pride & Prejudice ,Drama|Romance,2005,7.8,Talulah Riley,Brenda Blethyn,Simon Woods,English,France
Blade Runner ,Sci-Fi|Thriller,1982,8.2,Harrison Ford,Sean Young,M. Emmet Walsh,English,USA
Rob Roy ,Adventure|Biography,1995,6.9,Liam Neeson,Jason Flemyng,Eric Stoltz,English,USA
3 Days to Kill ,Action|Drama|Thriller,2014,6.2,Connie Nielsen,Richard Sammel,Tómas Lemarquis,English,USA
We Own the Night ,Crime|Drama|Thriller,2007,6.9,Robert Duvall,Oleg Taktarov,Antoni Corone,English,USA
Lost Souls ,Drama|Horror|Thriller,2000,4.8,Philip Baker Hall,Bob Clendenin,Ben Chaplin,English,USA
Winged Migration ,Documentary,2001,8,Jacques Perrin,Philippe Labro,,English,France
Just My Luck ,Comedy|Fantasy|Romance,2006,5.3,Samaire Armstrong,Carlos Ponce,Faizon Love,English,USA
"Mystery, Alaska ",Comedy|Drama|Sport,1999,6.7,Scott Grimes,Mary McCormack,Ron Eldard,English,Canada
The Spy Next Door ,Action|Comedy|Family,2010,5.4,Madeline Carroll,Amber Valletta,George Lopez,English,USA
A Simple Wish ,Comedy|Family|Fantasy,1997,5.4,Mara Wilson,Francis Capra,Kathleen Turner,English,USA
Ghosts of Mars ,Action|Horror|Sci-Fi,2001,4.9,Jason Statham,Clea DuVall,Natasha Henstridge,English,USA
Our Brand Is Crisis ,Comedy|Drama,2015,6.1,Dominic Flores,Zoe Kazan,Scoot McNairy,English,USA
Pride and Prejudice and Zombies ,Action|Horror|Romance,2016,5.8,Matt Smith,Bella Heathcote,Sam Riley,English,USA
Kundun ,Biography|Drama|History|War,1997,7,Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo,English,USA
How to Lose Friends & Alienate People ,Comedy|Drama|Romance,2008,6.5,James Corden,Katherine Parkinson,Fenella Woolgar,English,UK
Kick-Ass 2 ,Action|Comedy|Crime,2013,6.6,Chloë Grace Moretz,Donald Faison,Augustus Prew,English,USA
Captain Alatriste: The Spanish Musketeer ,Adventure|Drama|History|Romance|Thriller|War,2006,6.1,Viggo Mortensen,Elena Anaya,Eduardo Noriega,Spanish,Spain
Brick Mansions ,Action|Crime|Drama|Thriller,2014,5.7,Paul Walker,Robert Maillet,RZA,English,France
Octopussy ,Action|Adventure|Thriller,1983,6.6,Louis Jourdan,Kabir Bedi,Steven Berkoff,English,UK
Knocked Up ,Comedy|Romance,2007,7,Harold Ramis,Martin Starr,Charlyne Yi,English,USA
My Sister's Keeper ,Drama,2009,7.4,Jason Patric,Sofia Vassilieva,Jeffrey Markle,English,USA
"Welcome Home, Roscoe Jenkins ",Comedy|Drama|Romance,2008,5.3,Mo'Nique,Mike Epps,Cedric the Entertainer,English,USA
A Passage to India ,Adventure|Drama|History,1984,7.4,Richard Wilson,Judy Davis,Art Malik,English,UK
Notes on a Scandal ,Crime|Drama|Romance|Thriller,2006,7.4,Phil Davis,Andrew Simpson,Shaun Parkes,English,UK
Rendition ,Drama|Thriller,2007,6.8,J.K. Simmons,Jake Gyllenhaal,Meryl Streep,English,USA
Limitless             ,Crime|Drama|Sci-Fi|Thriller,,7.9,Colin Salmon,Mary Elizabeth Mastrantonio,Jake McDorman,English,USA
Star Trek VI: The Undiscovered Country ,Action|Adventure|Sci-Fi|Thriller,1991,7.2,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols,English,USA
Divine Secrets of the Ya-Ya Sisterhood ,Drama,2002,6,Ellen Burstyn,Fionnula Flanagan,Matthew Settle,English,USA
The Jungle Book ,Adventure|Drama|Family|Fantasy,2016,7.8,Scarlett Johansson,Bill Murray,Garry Shandling,English,UK
Kiss the Girls ,Crime|Drama|Mystery|Thriller,1997,6.6,Morgan Freeman,Tony Goldwyn,Tatyana Ali,English,USA
The Blues Brothers ,Action|Comedy|Crime|Music,1980,7.9,John Belushi,Aretha Franklin,Ray Charles,English,USA
The Sisterhood of the Traveling Pants 2 ,Comedy|Drama|Family|Romance,2008,6.2,America Ferrera,Blythe Danner,Michael Rady,English,USA
Joyful Noise ,Comedy|Music,2012,5.7,Dolly Parton,Jeremy Jordan,Jesse L. Martin,English,USA
About a Boy ,Comedy|Drama|Romance,2002,7.1,Sharon Small,Christopher Webster,Peter McNicholl,English,UK
Lake Placid ,Action|Comedy|Horror,1999,5.6,Oliver Platt,Bridget Fonda,Ty Olsson,English,USA
Lucky Number Slevin ,Crime|Drama|Mystery|Thriller,2006,7.8,Bruce Willis,Morgan Freeman,Dorian Missick,English,Germany
The Right Stuff ,Adventure|Drama|History,1983,7.9,Dennis Quaid,Scott Glenn,Sam Shepard,English,USA
Anonymous ,Drama|History|Thriller,2011,6.9,Vanessa Redgrave,Joely Richardson,Rafe Spall,English,UK
The NeverEnding Story ,Adventure|Drama|Family|Fantasy,1984,7.4,Gerald McRaney,Barret Oliver,Alan Oppenheimer,English,West Germany
Dark City ,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,1998,7.7,Rufus Sewell,William Hurt,Bruce Spence,English,Australia
The Duchess ,Biography|Drama|History|Romance,2008,6.9,Dominic Cooper,Hayley Atwell,Charlotte Rampling,English,UK
The Honeymooners             ,Comedy|Family,,8.7,Jackie Gleason,Art Carney,Joyce Randolph,English,USA
Return to Oz ,Adventure|Family|Fantasy|Horror|Mystery,1985,6.7,Piper Laurie,Jean Marsh,Tim Rose,English,UK
The Newton Boys ,Action|Crime|Drama|History|Western,1998,6,Matthew McConaughey,Lew Temple,Dwight Yoakam,English,USA
Case 39 ,Horror|Mystery|Thriller,2009,6.2,Bradley Cooper,Callum Rennie,Vanesa Tomasino,English,USA
Suspect Zero ,Crime|Drama|Mystery|Thriller,2004,5.9,Harry Lennix,Kevin Chamberlin,William Mapother,English,USA
Martian Child ,Comedy|Drama|Family,2007,6.8,Oliver Platt,Richard Schiff,Sophie Okonedo,English,USA
Spy Kids: All the Time in the World in 4D ,Action|Adventure|Comedy|Family|Sci-Fi,2011,3.6,Alexa PenaVega,Joel McHale,Daryl Sabara,English,USA
Money Monster ,Crime|Drama|Thriller,2016,6.7,Julia Roberts,Jack O'Connell,Chris Bauer,English,USA
Formula 51 ,Action|Comedy|Crime|Thriller,2001,6.3,Meat Loaf,Junix Inocian,Paul Barber,English,UK
Flawless ,Comedy|Crime|Drama,1999,6.4,Robert De Niro,Philip Seymour Hoffman,Chris Bauer,English,USA
Mindhunters ,Crime|Horror|Mystery|Thriller,2004,6.4,LL Cool J,Clifton Collins Jr.,Eion Bailey,English,USA
What Just Happened ,Comedy|Drama,2008,5.7,Robert De Niro,Robin Wright,Kristen Stewart,English,USA
The Statement ,Drama|Thriller,2003,6.2,Charlotte Rampling,Colin Salmon,John Neville,English,Canada
The Magic Flute ,Drama|Musical|Romance,2006,6.6,Kim-Marie Woodhouse,Amy Carson,Joseph Kaiser,English,France
Paul Blart: Mall Cop ,Action|Comedy|Crime,2009,5.2,Erick Avari,Adhir Kalyan,Allen Covert,English,USA
Freaky Friday ,Comedy|Family|Fantasy|Music|Romance,2003,6.1,Jamie Lee Curtis,Julie Gonzalo,Willie Garson,English,USA
The 40-Year-Old Virgin ,Comedy|Romance,2005,7.1,Steve Carell,Romany Malco,Gerry Bednob,English,USA
Shakespeare in Love ,Comedy|Drama|Romance,1998,7.2,Tom Wilkinson,Martin Clunes,Simon Callow,English,USA
A Walk Among the Tombstones ,Crime|Drama|Mystery|Thriller,2014,6.5,Liam Neeson,Boyd Holbrook,David Harbour,English,USA
Kindergarten Cop ,Action|Comedy|Crime,1990,6,Richard Tyson,Cathy Moriarty,Penelope Ann Miller,English,USA
Pineapple Express ,Action|Comedy|Crime,2008,7,James Franco,Gary Cole,Rosie Perez,English,USA
Ever After: A Cinderella Story ,Comedy|Drama|Romance,1998,7,Anjelica Huston,Dougray Scott,Jeanne Moreau,English,USA
